instruction,employee,tasks,today,output
Analyze HRMS state and summarize risks,jp,"[{""title"": ""Policy review"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-25""}, {""title"": ""Vendor contract upload"", ""status"": ""pending"", ""dueDate"": ""2026-02-07""}, {""title"": ""Onboarding documentation"", ""status"": ""pending"", ""dueDate"": ""2026-02-02""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,tamil,"[{""title"": ""Onboarding documentation"", ""status"": ""completed"", ""dueDate"": ""2026-01-30""}, {""title"": ""Appraisal data entry"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-29""}, {""title"": ""Exit clearance"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-29""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,venu,"[{""title"": ""Policy review"", ""status"": ""in-progress"", ""dueDate"": ""2026-02-06""}, {""title"": ""Payroll verification"", ""status"": ""pending"", ""dueDate"": ""2026-01-26""}, {""title"": ""Attendance reconciliation"", ""status"": ""pending"", ""dueDate"": ""2026-01-31""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,suba,"[{""title"": ""Exit clearance"", ""status"": ""completed"", ""dueDate"": ""2026-01-24""}, {""title"": ""Compliance filing"", ""status"": ""pending"", ""dueDate"": ""2026-01-25""}, {""title"": ""Policy review"", ""status"": ""in-progress"", ""dueDate"": ""2026-02-06""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,vishali,"[{""title"": ""Attendance reconciliation"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-23""}, {""title"": ""Audit preparation"", ""status"": ""completed"", ""dueDate"": ""2026-02-05""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,yuvaraj,"[{""title"": ""Compliance filing"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-24""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,aruna,"[{""title"": ""Appraisal data entry"", ""status"": ""pending"", ""dueDate"": ""2026-02-01""}, {""title"": ""Audit preparation"", ""status"": ""pending"", ""dueDate"": ""2026-02-01""}, {""title"": ""Compliance filing"", ""status"": ""completed"", ""dueDate"": ""2026-01-29""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,ak,"[{""title"": ""Vendor contract upload"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-29""}, {""title"": ""Payroll verification"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-24""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,Arun,"[{""title"": ""Onboarding documentation"", ""status"": ""completed"", ""dueDate"": ""2026-02-08""}, {""title"": ""Compliance filing"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-24""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,arun kumar,"[{""title"": ""Compliance filing"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-30""}, {""title"": ""Payroll verification"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-31""}, {""title"": ""Compliance filing"", ""status"": ""completed"", ""dueDate"": ""2026-02-05""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,bala,"[{""title"": ""Onboarding documentation"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-29""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,abdul,"[{""title"": ""Attendance reconciliation"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-26""}, {""title"": ""Payroll verification"", ""status"": ""pending"", ""dueDate"": ""2026-01-29""}, {""title"": ""Attendance reconciliation"", ""status"": ""pending"", ""dueDate"": ""2026-01-27""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,bharath waj,"[{""title"": ""Payroll verification"", ""status"": ""pending"", ""dueDate"": ""2026-01-24""}, {""title"": ""Exit clearance"", ""status"": ""completed"", ""dueDate"": ""2026-02-07""}, {""title"": ""Appraisal data entry"", ""status"": ""in-progress"", ""dueDate"": ""2026-02-04""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,kanimozhi,"[{""title"": ""Payroll verification"", ""status"": ""in-progress"", ""dueDate"": ""2026-02-05""}, {""title"": ""Audit preparation"", ""status"": ""completed"", ""dueDate"": ""2026-02-09""}, {""title"": ""Onboarding documentation"", ""status"": ""completed"", ""dueDate"": ""2026-02-08""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,jp,"[{""title"": ""Compliance filing"", ""status"": ""pending"", ""dueDate"": ""2026-01-28""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,tamil,"[{""title"": ""Policy review"", ""status"": ""pending"", ""dueDate"": ""2026-01-26""}, {""title"": ""Policy review"", ""status"": ""completed"", ""dueDate"": ""2026-02-01""}, {""title"": ""Audit preparation"", ""status"": ""completed"", ""dueDate"": ""2026-01-24""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,venu,"[{""title"": ""Appraisal data entry"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-29""}, {""title"": ""Exit clearance"", ""status"": ""pending"", ""dueDate"": ""2026-01-25""}, {""title"": ""Audit preparation"", ""status"": ""in-progress"", ""dueDate"": ""2026-02-01""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,suba,"[{""title"": ""Appraisal data entry"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-31""}, {""title"": ""Policy review"", ""status"": ""completed"", ""dueDate"": ""2026-02-03""}, {""title"": ""Attendance reconciliation"", ""status"": ""in-progress"", ""dueDate"": ""2026-02-05""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,vishali,"[{""title"": ""Payroll verification"", ""status"": ""in-progress"", ""dueDate"": ""2026-01-31""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,yuvaraj,"[{""title"": ""Payroll verification"", ""status"": ""pending"", ""dueDate"": ""2026-01-26""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,aruna,"[{""title"": ""Exit clearance"", ""status"": ""completed"", ""dueDate"": ""2026-01-25""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,ak,"[{""title"": ""Appraisal data entry"", ""status"": ""pending"", ""dueDate"": ""2026-01-28""}, {""title"": ""Policy review"", ""status"": ""completed"", ""dueDate"": ""2026-01-24""}, {""title"": ""Exit clearance"", ""status"": ""pending"", ""dueDate"": ""2026-02-03""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,Arun,"[{""title"": ""Vendor contract upload"", ""status"": ""in-progress"", ""dueDate"": ""2026-02-03""}, {""title"": ""Onboarding documentation"", ""status"": ""pending"", ""dueDate"": ""2026-01-26""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,arun kumar,"[{""title"": ""Onboarding documentation"", ""status"": ""pending"", ""dueDate"": ""2026-01-25""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,bala,"[{""title"": ""Policy review"", ""status"": ""pending"", ""dueDate"": ""2026-02-05""}, {""title"": ""Policy review"", ""status"": ""completed"", ""dueDate"": ""2026-01-31""}, {""title"": ""Appraisal data entry"", ""status"": ""pending"", ""dueDate"": ""2026-01-25""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,abdul,"[{""title"": ""Onboarding documentation"", ""status"": ""completed"", ""dueDate"": ""2026-02-01""}, {""title"": ""Payroll verification"", ""status"": ""completed"", ""dueDate"": ""2026-01-31""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,bharath waj,"[{""title"": ""Vendor contract upload"", ""status"": ""pending"", ""dueDate"": ""2026-02-05""}, {""title"": ""Audit preparation"", ""status"": ""in-progress"", ""dueDate"": ""2026-02-08""}, {""title"": ""Payroll verification"", ""status"": ""completed"", ""dueDate"": ""2026-01-29""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,kanimozhi,"[{""title"": ""Vendor contract upload"", ""status"": ""pending"", ""dueDate"": ""2026-02-01""}, {""title"": ""Audit preparation"", ""status"": ""pending"", ""dueDate"": ""2026-02-03""}, {""title"": ""Attendance reconciliation"", ""status"": ""pending"", ""dueDate"": ""2026-01-23""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,jp,"[{""title"": ""Attendance reconciliation"", ""status"": ""completed"", ""dueDate"": ""2026-02-05""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,tamil,"[{""title"": ""Audit preparation"", ""status"": ""completed"", ""dueDate"": ""2026-01-29""}, {""title"": ""Policy review"", ""status"": ""completed"", ""dueDate"": ""2026-01-29""}, {""title"": ""Payroll verification"", ""status"": ""completed"", ""dueDate"": ""2026-02-02""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,venu,"[{""title"": ""Vendor contract upload"", ""status"": ""pending"", ""dueDate"": ""2026-01-26""}, {""title"": ""Payroll verification"", ""status"": ""completed"", ""dueDate"": ""2026-01-30""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
Analyze HRMS state and summarize risks,suba,"[{""title"": ""Policy review"", ""status"": ""pending"", ""dueDate"": ""2026-01-30""}, {""title"": ""Appraisal data entry"", ""status"": ""pending"", ""dueDate"": ""2026-02-09""}]",2026-02-04,"Task status indicates potential delivery, dependency, or compliance risk requiring review."
